,0
1752,He collaborated on Phillip 's book and provided the first descriptions of and names for many Australian bird species ; its name is Latin for `` fast-footed New Hollander ''.
1753,"On the showdown , each player plays the best poker hand they can make from the seven cards comprising his two hole cards and the five community cards . A player may use both of his own two hole cards , only one , or none at all , to form his final five-card hand."
1754,"At the end of the summer , small white flowers full of nectar appear . These attract bees , hence the genus name Melissa."
1755,"Lobsters are omnivores , and typically eat live prey such as fish , mollusks , other crustaceans , worms , and some plant life."
1756,He was followed by Crates of Thebes who gave away a large fortune so he could live a life of Cynic poverty in Athens.
1757,All common water machines until the late 19th century were basically reaction machines ; water pressure head acted on the machine and produced work.
1758,"The officers warn that Billy may cause trouble , but Vere dismisses their fears and expresses his love for the men under his command."
1759,She won two NZ Music Awards ; ` Best Female Solo Artist ' and 42 Below ` Best Selling Album in New Zealand '.
1760,"Alexis Clairaut was the first to think of polar coordinates in three dimensions , and Leonhard Euler was the first to actually develop them."
1761,"On the other hand , if you would just like them to be moved back , then by all means ask at Requested moves."
1762,"A place frequently visited by schoolchildren , it has little to offer by way of entertainment apart from a structure shaped like a shoe."
1763,"In the same series , he reflected upon his lost friends and the moment when he came face to face with a German soldier."
1764,"Therefore , the spiny mouse should never be picked up by its tail and should be handled with care to avoid a degloving injury."
1765,"His trademark hit songs include `` Indian Outlaw '' , `` Don't Take the Girl '' , `` I Like It , I Love It '' , `` Something Like That '' , `` It 's Your Love '' , and `` Live Like You Were Dying ''."
1766,"The first `` true '' seeds are described from the upper Devonian , which is probably the theater of their true first evolutionary radiation."
1767,"During these one thousand and one nights , the King had fallen in love with Scheherazade , and had had three sons with her."
1768,Silt is easily transported in water or other liquids and is fine enough to be carried long distances by air as ` dust '.
1769,"Although Connecticut has easy access to the Atlantic , between Long Island Sound and Block Island Sound , Connecticut has no direct ocean coast."
1770,"Spassky won the Soviet Chess Championship twice outright , and twice more lost in playoffs , after tying for first during the event proper."
1771,"Some frequently-occurring examples of these three classes are shown below , with live cells shown in black , and dead cells shown in white."
1772,"Lawrence conducted Pacific bird surveys for Spencer Fullerton Baird and John Cassin , and the three men co-authored Birds of North America in 1858."
1773,"Another reason for the decline of VolapÃ¼k may have been the rise of Esperanto . In 1887 , the first Esperanto book was published."
1774,"A baker 's dozen , long dozen , long measure , or Roughrider 's dozen is 13 , one more than a standard dozen."
1775,"The vehicle must be returned in a good condition and must not exceed a maximum driven distance , otherwise extra fees may be incurred."
1776,"Soon afterwards , the company promoted two ECW reunion shows for ECW Alumni entitled , ECW One Night Stand in 2005 and in 2006."
1777,The main difference between early water turbines and water wheels is a swirl component of the water which passes energy to a spinning rotor.
1778,"The eastern part is lower , and is a well known wine region . The German Wine Route passes through the Palatinate wine region."
1779,"The hash sign has two horizontal lines and two slanted lines , while the sharp sign has two vertical lines and two slanted lines."
1780,"The connotation is a symbol of love and affection , not in the way of a rose , but a symbol of true love."
1781,"Mithaecus 's cookbook was an early one , but most of it has been lost ; Athenaeus quotes one short recipe in his Deipnosophistae."
1782,For the latter a bag may have one or two handles ; a shoulder bag has a strap to carry it on the shoulder.
1783,"Jonas Renkse of Katatonia , a long-time friend of Ãkerfeldt , suggested writing music for two separate albums - one heavy and one soft."
1784,"Protons are composed of two up quarks and one down quark , while a neutron consists of one up quark and two down quarks."
1785,"The first half of the draft was televised live on TNN for two hours , as part of WWE 's flagship program , Raw."
1786,"Since their formation , Ensiferum has released four full-length albums , one EP , one compilation , three singles , and three demo albums."
1787,"Rice-Oxley 's and Chaplin 's mothers had become friends as Rice-Oxley 's brother was born soon after Chaplin , with their mothers becoming friends."
1788,"Discs one and two contain the full ` Piper ' album in the original mono mix , as well as the alternate stereo version."
1789,"Like Mother , Mother 3 has only a loose connection to EarthBound , starring new characters , though it does include several returning characters."
1790,"Of the three instruments built , only the last one , made by Theremin in 1978 for his niece Lydia Kavina , survives today."
1791,"Phagocytes occur in many species ; some amoebae behave like macrophage phagocytes , which suggests that phagocytes appeared early in the evolution of life."
1792,"Her other four siblings are Jeb Bush , Neil Bush , Marvin Bush , and Robin Bush , who died of leukemia in 1953."
